id,challenge,frequency
2622,unused_results,NA
2623,unused_results,NA
2624,unused_results,NA
2625,unused_results,NA
2626,unused_results,NA
2627,unused_results,NA
2628,unused_results,NA
2629,unused_results,NA
2630,unused_results,NA
2631,unused_results,NA
2632,unused_results,Most of the time
2633,unused_results,NA
2634,unused_results,NA
2635,unused_results,NA
2636,unused_results,NA
2637,unused_results,NA
2638,unused_results,NA
2639,unused_results,NA
2640,unused_results,NA
2641,unused_results,NA
2642,unused_results,NA
2643,unused_results,NA
2644,unused_results,NA
2645,unused_results,NA
2646,unused_results,NA
2647,unused_results,NA
2648,unused_results,NA
2649,unused_results,NA
2650,unused_results,NA
2651,unused_results,NA
2652,unused_results,NA
2653,unused_results,NA
2654,unused_results,NA
2655,unused_results,NA
2656,unused_results,NA
2657,unused_results,NA
2658,unused_results,NA
2659,unused_results,NA
2660,unused_results,NA
2661,unused_results,Most of the time
2662,unused_results,NA
2663,unused_results,NA
2664,unused_results,NA
2665,unused_results,NA
2666,unused_results,NA
2667,unused_results,NA
2668,unused_results,NA
2669,unused_results,NA
2670,unused_results,NA
2671,unused_results,NA
2672,unused_results,NA
2673,unused_results,NA
2674,unused_results,NA
2675,unused_results,NA
2676,unused_results,NA
2677,unused_results,NA
2678,unused_results,NA
2679,unused_results,NA
2680,unused_results,NA
2681,unused_results,NA
2682,unused_results,NA
2683,unused_results,NA
2684,unused_results,NA
2685,unused_results,NA
2686,unused_results,NA
2687,unused_results,NA
2688,unused_results,NA
2689,unused_results,NA
2690,unused_results,NA
2691,unused_results,NA
2692,unused_results,Most of the time
2693,unused_results,NA
2694,unused_results,Often
2695,unused_results,NA
2696,unused_results,NA
2697,unused_results,NA
2698,unused_results,NA
2699,unused_results,NA
2700,unused_results,NA
2701,unused_results,NA
2702,unused_results,NA
2703,unused_results,NA
2704,unused_results,NA
2705,unused_results,NA
2706,unused_results,NA
2707,unused_results,NA
2708,unused_results,NA
2709,unused_results,NA
2710,unused_results,NA
2711,unused_results,NA
2712,unused_results,NA
2713,unused_results,NA
2714,unused_results,NA
2715,unused_results,NA
2716,unused_results,NA
2717,unused_results,NA
2718,unused_results,NA
2719,unused_results,NA
2720,unused_results,NA
2721,unused_results,Sometimes
2722,unused_results,NA
2723,unused_results,NA
2724,unused_results,NA
2725,unused_results,NA
2726,unused_results,NA
2727,unused_results,NA
2728,unused_results,NA
2729,unused_results,NA
2730,unused_results,NA
2731,unused_results,NA
2732,unused_results,NA
2733,unused_results,NA
2734,unused_results,NA
2735,unused_results,NA
2736,unused_results,NA
2737,unused_results,NA
2738,unused_results,NA
2739,unused_results,NA
2740,unused_results,NA
2741,unused_results,NA
2742,unused_results,NA
2743,unused_results,NA
2744,unused_results,NA
2745,unused_results,NA
2746,unused_results,NA
2747,unused_results,NA
2748,unused_results,NA
2749,unused_results,NA
2750,unused_results,Sometimes
2751,unused_results,NA
2752,unused_results,NA
2753,unused_results,NA
2754,unused_results,NA
2755,unused_results,NA
2756,unused_results,NA
2757,unused_results,NA
2758,unused_results,NA
2759,unused_results,NA
2760,unused_results,NA
2761,unused_results,NA
2762,unused_results,NA
2763,unused_results,NA
2764,unused_results,NA
2765,unused_results,NA
2766,unused_results,NA
2767,unused_results,NA
2768,unused_results,NA
2769,unused_results,NA
2770,unused_results,NA
2771,unused_results,NA
2772,unused_results,NA
2773,unused_results,NA
2774,unused_results,NA
2775,unused_results,NA
2776,unused_results,NA
2777,unused_results,NA
2778,unused_results,NA
2779,unused_results,NA
2780,unused_results,NA
2781,unused_results,NA
2782,unused_results,NA
2783,unused_results,NA
2784,unused_results,NA
2785,unused_results,NA
2786,unused_results,NA
2787,unused_results,NA
2788,unused_results,NA
2789,unused_results,NA
2790,unused_results,NA
2791,unused_results,NA
2792,unused_results,NA
2793,unused_results,NA
2794,unused_results,NA
2795,unused_results,NA
2796,unused_results,NA
2797,unused_results,NA
2798,unused_results,NA
2799,unused_results,Most of the time
2800,unused_results,NA
2801,unused_results,NA
2802,unused_results,NA
2803,unused_results,NA
2804,unused_results,NA
2805,unused_results,NA
2806,unused_results,NA
2807,unused_results,NA
2808,unused_results,NA
2809,unused_results,NA
2810,unused_results,NA
2811,unused_results,NA
2812,unused_results,NA
2813,unused_results,NA
2814,unused_results,NA
2815,unused_results,NA
2816,unused_results,NA
2817,unused_results,NA
2818,unused_results,NA
2819,unused_results,NA
2820,unused_results,NA
2821,unused_results,NA
2822,unused_results,NA
2823,unused_results,NA
2824,unused_results,NA
2825,unused_results,NA
2826,unused_results,NA
2827,unused_results,NA
2828,unused_results,NA
2829,unused_results,Often
2830,unused_results,NA
2831,unused_results,NA
2832,unused_results,NA
2833,unused_results,NA
2834,unused_results,NA
2835,unused_results,NA
2836,unused_results,NA
2837,unused_results,NA
2838,unused_results,Sometimes
2839,unused_results,NA
2840,unused_results,NA
2841,unused_results,NA
2842,unused_results,NA
2843,unused_results,NA
2844,unused_results,NA
2845,unused_results,NA
2846,unused_results,NA
2847,unused_results,NA
2848,unused_results,NA
2849,unused_results,NA
2850,unused_results,NA
2851,unused_results,NA
2852,unused_results,NA
2853,unused_results,NA
2854,unused_results,NA
2855,unused_results,Sometimes
2856,unused_results,NA
2857,unused_results,NA
2858,unused_results,NA
2859,unused_results,NA
2860,unused_results,NA
2861,unused_results,NA
2862,unused_results,NA
2863,unused_results,NA
2864,unused_results,NA
2865,unused_results,NA
2866,unused_results,NA
2867,unused_results,NA
2868,unused_results,NA
2869,unused_results,NA
2870,unused_results,NA
2871,unused_results,Most of the time
2872,unused_results,NA
2873,unused_results,NA
2874,unused_results,Sometimes
2875,unused_results,NA
2876,unused_results,NA
2877,unused_results,Often
2878,unused_results,NA
2879,unused_results,NA
2880,unused_results,NA
2881,unused_results,NA
2882,unused_results,NA
2883,unused_results,NA
2884,unused_results,NA
2885,unused_results,Often
2886,unused_results,NA
2887,unused_results,NA
2888,unused_results,NA
2889,unused_results,NA
2890,unused_results,Sometimes
2891,unused_results,NA
2892,unused_results,NA
2893,unused_results,NA
2894,unused_results,NA
2895,unused_results,NA
1,unuseful_instrumenting,NA
2,unuseful_instrumenting,Often
3,unuseful_instrumenting,NA
4,unuseful_instrumenting,NA
5,unuseful_instrumenting,NA
6,unuseful_instrumenting,NA
7,unuseful_instrumenting,Often
8,unuseful_instrumenting,NA
9,unuseful_instrumenting,NA
10,unuseful_instrumenting,NA
11,unuseful_instrumenting,NA
12,unuseful_instrumenting,NA
13,unuseful_instrumenting,NA
14,unuseful_instrumenting,Sometimes
15,unuseful_instrumenting,NA
16,unuseful_instrumenting,NA
17,unuseful_instrumenting,NA
18,unuseful_instrumenting,NA
19,unuseful_instrumenting,Often
20,unuseful_instrumenting,NA
21,unuseful_instrumenting,NA
22,unuseful_instrumenting,NA
23,unuseful_instrumenting,NA
24,unuseful_instrumenting,NA
25,unuseful_instrumenting,NA
26,unuseful_instrumenting,NA
27,unuseful_instrumenting,NA
28,unuseful_instrumenting,NA
29,unuseful_instrumenting,NA
30,unuseful_instrumenting,NA
31,unuseful_instrumenting,NA
32,unuseful_instrumenting,NA
33,unuseful_instrumenting,NA
34,unuseful_instrumenting,NA
35,unuseful_instrumenting,NA
36,unuseful_instrumenting,NA
37,unuseful_instrumenting,NA
38,unuseful_instrumenting,NA
39,unuseful_instrumenting,NA
40,unuseful_instrumenting,NA
41,unuseful_instrumenting,Often
42,unuseful_instrumenting,Often
43,unuseful_instrumenting,NA
44,unuseful_instrumenting,NA
45,unuseful_instrumenting,NA
46,unuseful_instrumenting,NA
47,unuseful_instrumenting,NA
48,unuseful_instrumenting,NA
49,unuseful_instrumenting,NA
50,unuseful_instrumenting,NA
51,unuseful_instrumenting,NA
52,unuseful_instrumenting,NA
53,unuseful_instrumenting,NA
54,unuseful_instrumenting,NA
55,unuseful_instrumenting,NA
56,unuseful_instrumenting,NA
57,unuseful_instrumenting,NA
58,unuseful_instrumenting,NA
59,unuseful_instrumenting,NA
60,unuseful_instrumenting,NA
61,unuseful_instrumenting,NA
62,unuseful_instrumenting,NA
63,unuseful_instrumenting,NA
64,unuseful_instrumenting,NA
65,unuseful_instrumenting,NA
66,unuseful_instrumenting,NA
67,unuseful_instrumenting,NA
68,unuseful_instrumenting,NA
69,unuseful_instrumenting,NA
70,unuseful_instrumenting,NA
71,unuseful_instrumenting,NA
72,unuseful_instrumenting,NA
73,unuseful_instrumenting,NA
74,unuseful_instrumenting,NA
75,unuseful_instrumenting,NA
76,unuseful_instrumenting,NA
77,unuseful_instrumenting,NA
78,unuseful_instrumenting,NA
79,unuseful_instrumenting,Most of the time
80,unuseful_instrumenting,NA
81,unuseful_instrumenting,NA
82,unuseful_instrumenting,NA
83,unuseful_instrumenting,NA
84,unuseful_instrumenting,NA
85,unuseful_instrumenting,NA
86,unuseful_instrumenting,NA
87,unuseful_instrumenting,NA
88,unuseful_instrumenting,NA
89,unuseful_instrumenting,NA
90,unuseful_instrumenting,NA
91,unuseful_instrumenting,NA
92,unuseful_instrumenting,NA
93,unuseful_instrumenting,NA
94,unuseful_instrumenting,NA
95,unuseful_instrumenting,NA
96,unuseful_instrumenting,NA
97,unuseful_instrumenting,NA
98,unuseful_instrumenting,NA
99,unuseful_instrumenting,NA
100,unuseful_instrumenting,NA
101,unuseful_instrumenting,NA
102,unuseful_instrumenting,NA
103,unuseful_instrumenting,NA
104,unuseful_instrumenting,NA
105,unuseful_instrumenting,Rarely
106,unuseful_instrumenting,NA
107,unuseful_instrumenting,NA
108,unuseful_instrumenting,NA
109,unuseful_instrumenting,NA
110,unuseful_instrumenting,NA
111,unuseful_instrumenting,NA
112,unuseful_instrumenting,NA
113,unuseful_instrumenting,NA
114,unuseful_instrumenting,NA
115,unuseful_instrumenting,NA
116,unuseful_instrumenting,NA
117,unuseful_instrumenting,NA
118,unuseful_instrumenting,NA
119,unuseful_instrumenting,NA
120,unuseful_instrumenting,NA
121,unuseful_instrumenting,NA
122,unuseful_instrumenting,NA
123,unuseful_instrumenting,NA
124,unuseful_instrumenting,NA
125,unuseful_instrumenting,NA
126,unuseful_instrumenting,NA
127,unuseful_instrumenting,NA
128,unuseful_instrumenting,NA
129,unuseful_instrumenting,NA
130,unuseful_instrumenting,NA
131,unuseful_instrumenting,NA
132,unuseful_instrumenting,NA
133,unuseful_instrumenting,NA
134,unuseful_instrumenting,NA
135,unuseful_instrumenting,NA
136,unuseful_instrumenting,NA
137,unuseful_instrumenting,NA
138,unuseful_instrumenting,NA
139,unuseful_instrumenting,NA
140,unuseful_instrumenting,NA
141,unuseful_instrumenting,NA
142,unuseful_instrumenting,NA
143,unuseful_instrumenting,NA
144,unuseful_instrumenting,NA
145,unuseful_instrumenting,NA
146,unuseful_instrumenting,NA
147,unuseful_instrumenting,NA
148,unuseful_instrumenting,NA
149,unuseful_instrumenting,NA
150,unuseful_instrumenting,NA
151,unuseful_instrumenting,NA
152,unuseful_instrumenting,NA
153,unuseful_instrumenting,Sometimes
154,unuseful_instrumenting,Sometimes
155,unuseful_instrumenting,NA
156,unuseful_instrumenting,NA
157,unuseful_instrumenting,NA
158,unuseful_instrumenting,NA
159,unuseful_instrumenting,NA
160,unuseful_instrumenting,NA
161,unuseful_instrumenting,NA
162,unuseful_instrumenting,NA
163,unuseful_instrumenting,NA
164,unuseful_instrumenting,NA
165,unuseful_instrumenting,NA
166,unuseful_instrumenting,Sometimes
167,unuseful_instrumenting,NA
168,unuseful_instrumenting,NA
169,unuseful_instrumenting,NA
170,unuseful_instrumenting,NA
171,unuseful_instrumenting,NA
172,unuseful_instrumenting,NA
173,unuseful_instrumenting,NA
174,unuseful_instrumenting,NA
175,unuseful_instrumenting,NA
176,unuseful_instrumenting,NA
177,unuseful_instrumenting,NA
178,unuseful_instrumenting,NA
179,unuseful_instrumenting,NA
180,unuseful_instrumenting,NA
181,unuseful_instrumenting,NA
182,unuseful_instrumenting,NA
183,unuseful_instrumenting,NA
184,unuseful_instrumenting,NA
185,unuseful_instrumenting,NA
186,unuseful_instrumenting,NA
187,unuseful_instrumenting,NA
188,unuseful_instrumenting,NA
189,unuseful_instrumenting,Often
190,unuseful_instrumenting,NA
191,unuseful_instrumenting,NA
192,unuseful_instrumenting,NA
193,unuseful_instrumenting,NA
194,unuseful_instrumenting,NA
195,unuseful_instrumenting,NA
196,unuseful_instrumenting,NA
197,unuseful_instrumenting,NA
198,unuseful_instrumenting,NA
199,unuseful_instrumenting,NA
200,unuseful_instrumenting,NA
201,unuseful_instrumenting,NA
202,unuseful_instrumenting,NA
203,unuseful_instrumenting,NA
204,unuseful_instrumenting,Often
205,unuseful_instrumenting,NA
206,unuseful_instrumenting,Sometimes
207,unuseful_instrumenting,NA
208,unuseful_instrumenting,NA
209,unuseful_instrumenting,NA
210,unuseful_instrumenting,NA
211,unuseful_instrumenting,NA
212,unuseful_instrumenting,NA
213,unuseful_instrumenting,NA
214,unuseful_instrumenting,NA
215,unuseful_instrumenting,NA
216,unuseful_instrumenting,Rarely
217,unuseful_instrumenting,NA
218,unuseful_instrumenting,NA
219,unuseful_instrumenting,NA
220,unuseful_instrumenting,NA
221,unuseful_instrumenting,NA
222,unuseful_instrumenting,NA
223,unuseful_instrumenting,NA
224,unuseful_instrumenting,NA
225,unuseful_instrumenting,NA
226,unuseful_instrumenting,NA
227,unuseful_instrumenting,NA
228,unuseful_instrumenting,Often
229,unuseful_instrumenting,NA
230,unuseful_instrumenting,NA
231,unuseful_instrumenting,NA
232,unuseful_instrumenting,NA
233,unuseful_instrumenting,NA
234,unuseful_instrumenting,NA
235,unuseful_instrumenting,NA
236,unuseful_instrumenting,NA
237,unuseful_instrumenting,NA
238,unuseful_instrumenting,NA
239,unuseful_instrumenting,NA
240,unuseful_instrumenting,NA
241,unuseful_instrumenting,Often
242,unuseful_instrumenting,NA
243,unuseful_instrumenting,NA
244,unuseful_instrumenting,NA
245,unuseful_instrumenting,NA
246,unuseful_instrumenting,NA
247,unuseful_instrumenting,NA
248,unuseful_instrumenting,NA
249,unuseful_instrumenting,NA
250,unuseful_instrumenting,NA
251,unuseful_instrumenting,NA
252,unuseful_instrumenting,NA
253,unuseful_instrumenting,NA
254,unuseful_instrumenting,NA
255,unuseful_instrumenting,NA
256,unuseful_instrumenting,NA
257,unuseful_instrumenting,NA
258,unuseful_instrumenting,NA
259,unuseful_instrumenting,Sometimes
260,unuseful_instrumenting,NA
261,unuseful_instrumenting,NA
262,unuseful_instrumenting,NA
263,unuseful_instrumenting,NA
264,unuseful_instrumenting,NA
265,unuseful_instrumenting,NA
266,unuseful_instrumenting,Often
267,unuseful_instrumenting,NA
268,unuseful_instrumenting,NA
269,unuseful_instrumenting,NA
270,unuseful_instrumenting,NA
271,unuseful_instrumenting,NA
272,unuseful_instrumenting,NA
273,unuseful_instrumenting,NA
274,unuseful_instrumenting,NA
275,unuseful_instrumenting,NA
276,unuseful_instrumenting,NA
277,unuseful_instrumenting,NA
278,unuseful_instrumenting,NA
279,unuseful_instrumenting,NA
280,unuseful_instrumenting,NA
281,unuseful_instrumenting,NA
282,unuseful_instrumenting,NA
283,unuseful_instrumenting,NA
284,unuseful_instrumenting,NA
285,unuseful_instrumenting,NA
286,unuseful_instrumenting,NA
287,unuseful_instrumenting,NA
288,unuseful_instrumenting,NA
289,unuseful_instrumenting,NA
290,unuseful_instrumenting,NA
291,unuseful_instrumenting,NA
292,unuseful_instrumenting,NA
293,unuseful_instrumenting,NA
294,unuseful_instrumenting,NA
